place_id,google_id,name,phone,website,address,city,state_code,postal_code,latitude,longitude,type,subtypes,category,rating,reviews,backflow_score,tier,best_evidence_url,location_link,reviews_link,image_urls,provider_slug,city_slug,state_slug
ChIJYxurzi0uXIgRMHBc9xArXVo,0x885c2e2dceab1b63:0x5a5d2b10f75c7030,"Pipe Wrench Plumbing, Heating & Cooling",+1 865-378-6414,https://pipewrenchplumbing.com,"4303 Central Ave Pike, Knoxville, TN 37912",Knoxville,TN,37912.0,36.003745099999996,-83.9615645,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Appliance repair service, Drainage service, Heating contractor, Hot water system supplier, HVAC contractor, Pump supplier, Septic system service",Plumber,4.8,5711,10,testing,https://pipewrenchplumbing.com,"https://www.google.com/maps/place/Pipe+Wrench+Plumbing%2C+Heating+%26+Cooling/@36.003745099999996,-83.9615645,14z/data=!4m8!1m2!2m1!1sPipe+Wrench+Plumbing%2C+Heating+%26+Cooling!3m4!1s0x885c2e2dceab1b63:0x5a5d2b10f75c7030!8m2!3d36.003745099999996!4d-83.9615645",https://search.google.com/local/reviews?placeid=ChIJYxurzi0uXIgRMHBc9xArXVo&q=*&authuser=0&hl=en&gl=US,"[""https://www.pipewrenchplumbing.com/wp-content/themes/bc-pipe-wrench/img/peace-of-mind-img.webp"", ""https://www.pipewrenchplumbing.com/wp-content/themes/bc-pipe-wrench/img/m-peace-of-mind-img.webp"", ""https://www.pipewrenchplumbing.com/wp-content/uploads/2023/09/02-pipe-wrench-introduction.png""]",pipe-wrench-plumbing-heating-cooling-knoxville-tn,knoxville,tn
ChIJgR70JHJl54gRAWYj630VUa8,0x88e7657224f41e81:0xaf51157deb236601,Rainaldi Home Services,+1 407-282-2900,https://rainaldihomeservices.com,"6111 Old Cheney Hwy, Orlando, FL 32807",Orlando,FL,32807.0,28.5624942,-81.3050131,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Furnace repair service, Heating contractor, HVAC contractor",Plumber,4.8,5536,3,service,https://rainaldihomeservices.com,"https://www.google.com/maps/place/Rainaldi+Home+Services/@28.5624942,-81.3050131,14z/data=!4m8!1m2!2m1!1sRainaldi+Home+Services!3m4!1s0x88e7657224f41e81:0xaf51157deb236601!8m2!3d28.5624942!4d-81.3050131",https://search.google.com/local/reviews?placeid=ChIJgR70JHJl54gRAWYj630VUa8&q=*&authuser=0&hl=en&gl=US,[],rainaldi-home-services-orlando-fl,orlando,fl
ChIJ88RzybGhaYgRTfnSDutzU4Y,0x8869a1b1c973c4f3:0x865373eb0ed2f94d,Maeser Master Services,+1 502-209-7848,https://maeser.com,"11101 Electron Dr, Louisville, KY 40299",Louisville,KY,40299.0,38.2015746,-85.5537734,Plumber,"Plumber, Air conditioning contractor, Electrician, Heating contractor, HVAC contractor",HVAC contractor,4.8,5250,3,service,https://maeser.com,"https://www.google.com/maps/place/Maeser+Master+Services/@38.2015746,-85.5537734,14z/data=!4m8!1m2!2m1!1sMaeser+Master+Services!3m4!1s0x8869a1b1c973c4f3:0x865373eb0ed2f94d!8m2!3d38.2015746!4d-85.5537734",https://search.google.com/local/reviews?placeid=ChIJ88RzybGhaYgRTfnSDutzU4Y&q=*&authuser=0&hl=en&gl=US,[],maeser-master-services-louisville-ky,louisville,ky
ChIJL2YpOu9UkFQRlxuEaRsmh_M,0x549054ef3a29662f:0xf387261b69841b97,"Harts Plumbers, Electricians, & HVAC Technicians",+1 253-300-0664,https://hartsservices.com/locations/tacoma,"3510 S Pine St, Tacoma, WA 98409",Tacoma,WA,98409.0,47.2276313,-122.4742318,Plumber,"Plumber, Air conditioning contractor, Drainage service, Electric vehicle charging station contractor, Electrical installation service, Electrician, Heating contractor, Hot water system supplier, HVAC contractor, Water filter supplier",Plumber,4.8,5357,5,service,https://hartsservices.com/services/plumbing/,"https://www.google.com/maps/place/Harts+Plumbers%2C+Electricians%2C+%26+HVAC+Technicians/@47.2276313,-122.4742318,14z/data=!4m8!1m2!2m1!1sHarts+Plumbers%2C+Electricians%2C+%26+HVAC+Technicians!3m4!1s0x549054ef3a29662f:0xf387261b69841b97!8m2!3d47.2276313!4d-122.4742318",https://search.google.com/local/reviews?placeid=ChIJL2YpOu9UkFQRlxuEaRsmh_M&q=*&authuser=0&hl=en&gl=US,"[""https://hartsservices.com/wp-content/uploads/elementor/thumbs/harts-home-services-tacoma-r9jgpq7p3srb0zb2jkzlhff8xtvv9kqt45edhe4f28.webp"", ""https://hartsservices.com/wp-content/uploads/2021/06/phcc.png"", ""https://hartsservices.com/wp-content/uploads/2022/12/expertise2023-2.png""]",harts-plumbers-electricians-hvac-technicians-tacoma-wa,tacoma,wa
ChIJwQ8-MODr3ogR8xpN_c9enSA,0x88deebe0303e0fc1:0x209d5ecffd4d1af3,"Elite Electric, Plumbing & Air",+1 772-356-1735,https://eliteelectricandair.com,"1691 SW South Macedo Blvd, Port St. Lucie, FL 34984",Port St. Lucie,FL,34984.0,27.2897383,-80.3665477,HVAC contractor,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Electrician, Heating contractor, Plumber",HVAC contractor,4.8,5022,3,service,https://eliteelectricandair.com,"https://www.google.com/maps/place/Elite+Electric%2C+Plumbing+%26+Air/@27.2897383,-80.3665477,14z/data=!4m8!1m2!2m1!1sElite+Electric%2C+Plumbing+%26+Air!3m4!1s0x88deebe0303e0fc1:0x209d5ecffd4d1af3!8m2!3d27.2897383!4d-80.3665477",https://search.google.com/local/reviews?placeid=ChIJwQ8-MODr3ogR8xpN_c9enSA&q=*&authuser=0&hl=en&gl=US,[],elite-electric-plumbing-air-port-st-lucie-fl,port-st-lucie,fl
ChIJq6qqqnojXIgRaiFV5FznTXQ,0x885c237aaaaaaaab:0x744de75ce455216a,"Hiller Plumbing, Heating, Cooling & Electrical",+1 865-545-0947,https://happyhiller.com/locations/knoxville?se_campaign=Internet-LocalSEO,"5507 Ball Camp Pike, Knoxville, TN 37921",Knoxville,TN,37921.0,35.9756686,-84.0105281,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Electrician, Furnace repair service, Electric generator shop, Heating contractor, HVAC contractor",Plumber,4.9,5148,3,service,https://happyhiller.com/commercial-services/commercial-plumbing-services/,"https://www.google.com/maps/place/Hiller+Plumbing%2C+Heating%2C+Cooling+%26+Electrical/@35.9756686,-84.0105281,14z/data=!4m8!1m2!2m1!1sHiller+Plumbing%2C+Heating%2C+Cooling+%26+Electrical!3m4!1s0x885c237aaaaaaaab:0x744de75ce455216a!8m2!3d35.9756686!4d-84.0105281",https://search.google.com/local/reviews?placeid=ChIJq6qqqnojXIgRaiFV5FznTXQ&q=*&authuser=0&hl=en&gl=US,"[""https://happyhiller.com/wp-content/uploads/2019/04/Happy-hiller-preview.jpg""]",hiller-plumbing-heating-cooling-electrical-knoxville-tn,knoxville,tn
ChIJoRTtBWKtQYgRfB6h5zJV9mw,0x8841ad6205ed14a1:0x6cf65532e7a11e7c,Roto-Rooter Plumbing & Water Cleanup,+1 513-631-0595,https://rotorooter.com/cincinnati,"2125 Montana Ave, Cincinnati, OH 45211",Cincinnati,OH,45211.0,39.1588806,-84.56611509999999,Plumber,"Plumber, Contractor, Drainage service, Excavating contractor, Repair service, Water damage restoration service, Water filter supplier, Water softening equipment supplier, Water testing service",Plumber,4.8,5131,7,testing,https://rotorooter.com/cincinnati,"https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/@39.158880599999996,-84.56611509999999,14z/data=!4m8!1m2!2m1!1sRoto-Rooter+Plumbing+%26+Water+Cleanup!3m4!1s0x8841ad6205ed14a1:0x6cf65532e7a11e7c!8m2!3d39.158880599999996!4d-84.56611509999999",https://search.google.com/local/reviews?placeid=ChIJoRTtBWKtQYgRfB6h5zJV9mw&q=*&authuser=0&hl=en&gl=US,[],roto-rooter-plumbing-water-cleanup-cincinnati-oh,cincinnati,oh
ChIJ643FWZZEQogRVWmi3TGdNQw,0x8842449659c58deb:0xc359d31dda26955,Dauenhauer Plumbing Heating Air & Electric,+1 859-559-0625,https://dauenhauerplumbing.com/service-areas/lexington,"426 Chair Ave, Lexington, KY 40508",Lexington,KY,40508.0,38.0437559,-84.5090878,Plumber,"Plumber, Air conditioning contractor, Electrician, Heating contractor, HVAC contractor",HVAC contractor,4.8,4872,7,testing,https://dauenhauerplumbing.com/service-areas/lexington,"https://www.google.com/maps/place/Dauenhauer+Plumbing+Heating+Air+%26+Electric/@38.0437559,-84.5090878,14z/data=!4m8!1m2!2m1!1sDauenhauer+Plumbing+Heating+Air+%26+Electric!3m4!1s0x8842449659c58deb:0xc359d31dda26955!8m2!3d38.0437559!4d-84.5090878",https://search.google.com/local/reviews?placeid=ChIJ643FWZZEQogRVWmi3TGdNQw&q=*&authuser=0&hl=en&gl=US,[],dauenhauer-plumbing-heating-air-electric-lexington-ky,lexington,ky
ChIJmbfHF4m9uokRpAddVIeciQ4,0x89babd8917c7b799:0xe899c87545d07a4,A1 Sewer & Drain Plumbing & Water Heaters,+1 757-505-7165,https://a1plumbers.com/service-areas/hampton-roads-va/virginia-beach,"516 S Military Hwy, Virginia Beach, VA 23464",Virginia Beach,VA,23464.0,36.8276074,-76.20974319999999,Plumber,"Plumber, Contractor",Plumber,4.8,4826,3,service,https://a1plumbers.com/services/plumbing/solutions/toilet-repair/,"https://www.google.com/maps/place/A1+Sewer+%26+Drain+Plumbing+%26+Water+Heaters/@36.8276074,-76.20974319999999,14z/data=!4m8!1m2!2m1!1sA1+Sewer+%26+Drain+Plumbing+%26+Water+Heaters!3m4!1s0x89babd8917c7b799:0xe899c87545d07a4!8m2!3d36.8276074!4d-76.20974319999999",https://search.google.com/local/reviews?placeid=ChIJmbfHF4m9uokRpAddVIeciQ4&q=*&authuser=0&hl=en&gl=US,"[""https://images.groundworks.com/wp-content/uploads/sites/26/2023/07/cropped-A1-RGB-AGC-299x136-acee972-1.jpg?tr=w-150,c-maintain_ratio,fo-center,q-75"", ""https://images.groundworks.com/wp-content/uploads/sites/26/2023/08/A1_Jobsite_Branding_19-1200x675-128554e.jpg?tr=h-480,c-maintain_ratio,fo-center,q-75"", ""https://images.groundworks.com/NCN5ICUA/at/bnczxppfk82xbt36jckvkh/A1-24-7-EmService-RGB.png?tr=w-160,h-134,c-maintain_ratio,fo-center,q-75""]",a1-sewer-drain-plumbing-water-heaters-virginia-beach-va,virginia-beach,va
ChIJq6qqqlawt4kR_kmBLreFyQo,0x89b7b056aaaaaaab:0xac985b72e8149fe,John C. Flood,+1 571-605-7008,https://johncflood.com,"6430 General Green Way, Alexandria, VA 22312",Alexandria,VA,22312.0,38.7966491,-77.1618131,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Electrical installation service, Electrician, Heating contractor, HVAC contractor",Plumber,4.8,4998,3,service,https://johncflood.com,"https://www.google.com/maps/place/John+C.+Flood/@38.796649099999996,-77.1618131,14z/data=!4m8!1m2!2m1!1sJohn+C.+Flood!3m4!1s0x89b7b056aaaaaaab:0xac985b72e8149fe!8m2!3d38.796649099999996!4d-77.1618131",https://search.google.com/local/reviews?placeid=ChIJq6qqqlawt4kR_kmBLreFyQo&q=*&authuser=0&hl=en&gl=US,"[""https://cdn-kiagp.nitrocdn.com/RChWCxpdZwrFtmEriWJKLvJUiCyIbSbw/assets/images/optimized/rev-193b553/www.johncflood.com/wp-content/uploads/2024/06/JCF-Home-Hero-TechWEB.webp"", ""https://www.johncflood.com/wp-content/uploads/2023/02/jcf-ph-img.png""]",john-c-flood-alexandria-va,alexandria,va
ChIJVVVVVaXjwIcRp51_GBM-AVk,0x87c0e3a555555555:0x59013e13187f9da7,Roto-Rooter Plumbing & Water Cleanup,+1 816-412-0870,https://rotorooter.com/kansascitymo,"1414 Wyoming St Ste 10, Kansas City, MO 64102",Kansas City,MO,64102.0,39.095528,-94.6039247,Plumber,"Plumber, Contractor, Drainage service, Excavating contractor, Repair service, Water damage restoration service, Water filter supplier, Water softening equipment supplier, Water testing service",Plumber,4.8,4517,8,testing,https://rotorooter.com/kansascitymo,"https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/@39.095528,-94.6039247,14z/data=!4m8!1m2!2m1!1sRoto-Rooter+Plumbing+%26+Water+Cleanup!3m4!1s0x87c0e3a555555555:0x59013e13187f9da7!8m2!3d39.095528!4d-94.6039247",https://search.google.com/local/reviews?placeid=ChIJVVVVVaXjwIcRp51_GBM-AVk&q=*&authuser=0&hl=en&gl=US,[],roto-rooter-plumbing-water-cleanup-kansas-city-mo,kansas-city,mo
ChIJu0MW85_rwIcR8L0sQJphzPg,0x87c0eb9ff31643bb:0xf8cc619a402cbdf0,Roto-Rooter Plumbing & Water Cleanup,+1 913-553-6857,https://rotorooter.com/overlandparkks,"8600 W 95th St #100D, Overland Park, KS 66212",Overland Park,KS,66212.0,38.9568954,-94.6850454,Plumber,"Plumber, Contractor, Drainage service, Excavating contractor, Repair service, Water damage restoration service, Water filter supplier, Water softening equipment supplier, Water testing service",Plumber,4.9,4099,5,service,https://rotorooter.com/overlandparkks,"https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/@38.9568954,-94.68504539999999,14z/data=!4m8!1m2!2m1!1sRoto-Rooter+Plumbing+%26+Water+Cleanup!3m4!1s0x87c0eb9ff31643bb:0xf8cc619a402cbdf0!8m2!3d38.9568954!4d-94.68504539999999",https://search.google.com/local/reviews?placeid=ChIJu0MW85_rwIcR8L0sQJphzPg&q=*&authuser=0&hl=en&gl=US,[],roto-rooter-plumbing-water-cleanup-overland-park-ks,overland-park,ks
